customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV
9191-MYQKX,Female,0,True,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),75.1500015258789,496.8999938964844,True,526.0500106811523
9919-YLNNG,Female,0,False,False,42,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),103.8000030517578,4327.5,False,4359.600128173827
0318-ZOPWS,Female,0,True,False,49,True,False,False,False,False,False,False,False,True,Two year,True,Bank transfer (automatic),20.14999961853028,973.3499755859376,False,987.3499813079837
4445-ZJNMU,Male,0,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.3000030517578,918.75,False,893.7000274658202
4808-YNLEU,Female,0,True,False,35,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),62.150001525878906,2215.449951171875,False,2175.2500534057617
1862-QRWPE,Female,0,True,True,48,True,False,False,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),20.64999961853028,1057.0,False,991.1999816894535
2796-NNUFI,Female,0,True,True,46,True,False,False,False,False,False,False,False,True,Two year,True,Mailed check,19.950000762939453,927.0999755859376,False,917.7000350952148
3016-KSVCP,Male,0,True,False,29,False,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,33.75,1009.25,False,978.75
4767-HZZHQ,Male,0,True,True,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),82.05000305175781,2570.199951171875,False,2461.5000915527344
2424-WVHPL,Male,1,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.69999694824219,74.69999694824219,False,74.69999694824219
7233-PAHHL,Male,0,True,True,66,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,84.0,5714.25,False,5544.0
6067-NGCEU,Female,0,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),111.0500030517578,7107.0,False,7218.250198364257
9848-JQJTX,Male,0,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),100.9000015258789,7459.0498046875,False,7264.800109863281
8637-XJIVR,Female,0,False,False,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.94999694824219,927.3499755859376,True,947.3999633789062
9803-FTJCG,Male,0,True,True,71,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.8499984741211,4748.7001953125,False,4746.349891662598
0278-YXOOG,Male,0,False,False,5,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,21.049999237060547,113.8499984741211,True,105.24999618530273
3212-KXOCR,Male,0,False,False,52,True,False,False,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),21.0,1107.199951171875,False,1092.0
4598-XLKNJ,Female,1,True,False,25,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,98.5,2514.5,True,2462.5
6380-ARCEH,Male,0,False,False,1,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.200000762939453,20.200000762939453,False,20.200000762939453
3679-XASPY,Female,0,True,True,1,True,False,False,False,False,False,False,False,True,Month-to-month,False,Electronic check,19.450000762939453,19.450000762939453,False,19.450000762939453
7123-WQUHX,Male,0,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.60009765625,False,3610.0
5386-THSLQ,Female,1,True,False,66,False,False,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),45.54999923706055,3027.25,False,3006.299949645996
3192-NQECA,Male,0,True,False,68,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,7611.85009765625,True,7480.0
6180-YBIQI,Male,0,False,False,5,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.299999237060547,100.1999969482422,False,121.49999618530273
6728-DKUCO,Female,0,True,True,72,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.1500015258789,7303.0498046875,False,7498.800109863281
9750-BOOHV,Female,0,False,False,32,False,False,DSL,True,False,False,False,False,False,One year,False,Mailed check,30.14999961853028,927.6500244140624,False,964.799987792969
8597-CWYHH,Male,0,False,False,43,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,94.3499984741211,3921.300048828125,False,4057.049934387207
2848-YXSMW,Male,0,True,True,72,True,False,False,False,False,False,False,False,True,Two year,False,Credit card (automatic),19.39999961853028,1363.25,False,1396.7999725341801
0486-HECZI,Male,0,True,False,55,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,96.75,5238.89990234375,True,5321.25
4549-ZDQYY,Female,0,False,False,52,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),57.95000076293945,3042.25,False,3013.4000396728516
5712-AHQNN,Female,0,False,False,43,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,91.6500015258789,3954.10009765625,False,3940.950065612793
4846-WHAFZ,Female,1,True,False,37,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,2868.14990234375,True,2830.5
5256-SKJGO,Female,0,True,True,64,False,False,DSL,False,True,False,True,True,True,Two year,True,Electronic check,54.59999847412109,3423.5,False,3494.3999023437495
3071-VBYPO,Male,0,True,True,3,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,89.8499984741211,248.3999938964844,False,269.5499954223633
9560-BBZXK,Female,0,False,False,36,False,False,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),31.049999237060547,1126.3499755859375,False,1117.7999725341797
5299-RULOA,Female,0,True,True,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.25,1064.6500244140625,True,1002.5
8402-OOOHJ,Female,0,False,False,41,True,False,False,False,False,False,False,False,True,Two year,False,Mailed check,20.64999961853028,835.1500244140625,False,846.6499843597416
9445-ZUEQE,Male,0,True,True,27,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),85.19999694824219,2151.60009765625,False,2300.399917602539
1091-SOZGA,Female,0,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.8000030517578,5515.4501953125,False,5588.800170898437
2928-HLDBA,Female,0,False,False,6,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.700000762939453,112.75,False,124.20000457763672
0404-SWRVG,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.4000015258789,229.5500030517578,True,223.20000457763672
6497-TILVL,Female,0,True,True,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,50.70000076293945,350.3500061035156,False,354.9000053405762
7219-TLZHO,Female,0,True,True,4,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,20.850000381469727,62.900001525878906,False,83.4000015258789
4622-YNKIJ,Male,0,False,False,33,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,88.94999694824219,3027.64990234375,False,2935.349899291992
4412-YLTKF,Female,1,False,False,27,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,78.05000305175781,2135.5,True,2107.350082397461
6734-PSBAW,Male,0,True,False,72,True,True,False,False,False,False,False,False,True,Two year,True,Bank transfer (automatic),23.549999237060547,1723.949951171875,False,1695.5999450683594
3930-ZGWVE,Male,0,False,False,1,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,19.75,19.75,False,19.75
2639-UGMAZ,Male,1,False,False,71,False,False,DSL,True,True,False,False,True,True,One year,True,Electronic check,56.45000076293945,3985.35009765625,False,4007.950054168701
2876-GZYZC,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.94999694824219,1215.6500244140625,False,1117.3499603271484
6207-WIOLX,Female,0,True,True,25,False,False,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.59999847412109,1502.6500244140625,True,1464.9999618530271
8587-XYZSF,Male,0,False,False,67,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),50.54999923706055,3260.10009765625,False,3386.8499488830566
3091-FYHKI,Male,0,False,False,1,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45000076293945,35.45000076293945,True,35.45000076293945
2372-HWUHI,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.34999847412109,81.25,True,88.69999694824217
7799-LGRDP,Female,0,False,False,43,True,True,False,False,False,False,False,False,True,Two year,True,Credit card (automatic),25.700000762939453,1188.199951171875,False,1105.1000328063965
7850-VWJUU,Female,0,False,False,23,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False,1725.0
3774-VBNXY,Female,0,True,True,64,True,False,False,False,False,False,False,False,True,Two year,False,Mailed check,20.200000762939453,1277.75,False,1292.800048828125
6217-KDYWC,Male,0,False,True,57,True,False,False,False,False,False,False,False,True,Two year,True,Mailed check,19.600000381469727,1170.550048828125,False,1117.2000217437744
0390-DCFDQ,Female,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.44999694824219,70.44999694824219,True,70.44999694824219
3146-MSEGF,Female,1,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.05000305175781,6425.64990234375,False,6339.6002197265625
4080-OGPJL,Female,0,False,False,8,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,71.1500015258789,563.6500244140625,True,569.2000122070312
1095-WGNGG,Female,0,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.0500030517578,5971.25,False,6164.050186157226
2636-SJDOU,Male,0,False,False,64,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),84.30000305175781,5289.0498046875,False,5395.2001953125
1131-QQZEB,Male,1,True,False,71,True,True,False,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),23.950000762939453,1756.199951171875,False,1700.4500541687012
5716-EZXZN,Female,0,True,True,65,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),99.0500030517578,6416.7001953125,False,6438.250198364257
6837-BJYDQ,Male,0,False,False,3,True,False,False,False,False,False,False,False,True,One year,False,Mailed check,19.600000381469727,61.34999847412109,False,58.80000114440918
2135-RXIHG,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.650001525878906,45.650001525878906,True,45.650001525878906
6440-DKQGE,Male,0,False,True,30,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),64.5,1929.949951171875,False,1935.0
3466-BYAVD,Male,0,True,True,15,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,69.5,1071.4000244140625,False,1042.5
3780-YVMFA,Female,0,True,True,8,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,68.55000305175781,564.3499755859375,False,548.4000244140625
3874-EQOEP,Male,0,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,95.0,655.5,True,665.0
1679-JRFBR,Female,0,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.1500015258789,7930.5498046875,False,7570.500106811523
9073-ZZIAY,Male,0,True,True,62,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,86.0999984741211,5215.25,False,5338.199905395508
3077-RSNTJ,Female,0,True,True,6,True,False,False,False,False,False,False,False,True,Month-to-month,False,Mailed check,19.700000762939453,113.5,False,118.20000457763672
6551-GNYDG,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),80.9000015258789,1152.800048828125,False,1132.6000213623047
9167-APMXZ,Female,0,False,False,22,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),84.1500015258789,1821.949951171875,False,1851.300033569336
2749-CTKAJ,Male,0,True,True,22,True,False,False,False,False,False,False,False,True,One year,False,Mailed check,20.14999961853028,419.8999938964844,False,443.2999916076662
6371-NZYEG,Male,0,True,True,16,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,64.25,1024.0,False,1028.0
7554-NEWDD,Male,0,False,False,10,True,True,False,False,False,False,False,False,True,Two year,False,Bank transfer (automatic),25.700000762939453,251.6000061035156,False,257.00000762939453
8992-VONJD,Female,0,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.5499877929688,False,728.0
0867-MKZVY,Female,0,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4000015258789,1592.3499755859375,True,1648.0000305175781
4482-EWFMI,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.69999694824219,135.1999969482422,False,139.39999389648438
4648-YPBTM,Male,0,False,False,53,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),73.9000015258789,3958.25,False,3916.700080871582
2907-ILJBN,Female,0,True,True,11,True,False,False,False,False,False,False,False,True,One year,False,Mailed check,20.600000381469727,233.8999938964844,False,226.600004196167
6345-FZOQH,Male,0,True,False,69,True,False,False,False,False,False,False,False,True,Two year,False,Mailed check,19.89999961853028,1363.449951171875,False,1373.0999736785893
3376-BMGFE,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.9000015258789,273.0,True,283.6000061035156
5997-OPVFA,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05000305175781,6254.4501953125,False,6411.6002197265625
3445-HXXGF,Male,1,True,False,58,False,False,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,45.29999923706055,2651.199951171875,True,2627.3999557495117
1159-WFSGR,Female,0,True,True,16,True,False,False,False,False,False,False,False,True,Month-to-month,False,Electronic check,20.39999961853028,321.3999938964844,False,326.3999938964845
7654-YWJUF,Male,0,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),84.25,3539.25,False,3622.75
